Time   Error  Velocity
   0,   500,   0.000
  50,   500,   0.000
 100,   484,  -666.000
 150,   460,  -386.000
 200,   432,  -593.000
 250,   399,  -741.000
 300,   360,  -846.000
 350,   320,  -746.000
 400,   277,  -938.000
 450,   232,  -898.000
 500,   187,  -881.000
 550,   140,  -993.000
 600,    94,  -865.000
 650,    47,  -988.000
 700,     1,  -876.000
 750,   -41,  -775.000
 800,   -73,  -485.000
 850,   -86,   5.000
 900,   -86,  15.000
 950,   -81,  86.000
1000,   -71,  290.000
1050,   -56,  350.000
1100,   -39,  325.000
1150,   -22,  331.000
1200,    -3,  433.000
1250,    15,  305.000
1300,    32,  345.000
1350,    36,  -190.000
1400,    36,  125.000
1450,    31,  -206.000
1500,    24,  -120.000
1550,    15,  -215.000
1600,     6,  -156.000
1650,    -4,  -231.000
1700,   -13,  -141.000
1750,   -17,   6.000
1800,   -16,  50.000
1850,   -12,  86.000
1900,    -7,  96.000
1950,     0,  181.000
2000,     9,  195.000
2050,    14,  -10.000
2100,    15,  10.000
2150,    13,  -58.000
2200,     8,  -135.000
2250,     1,  -148.000
2300,    -5,  -80.000
2350,   -11,  -146.000
2400,   -12,  93.000
2450,   -11,  -20.000
2500,    -7,  136.000
2550,    -1,  123.000
2600,     7,  185.000
2650,    13,  53.000
2700,    14,  -45.000
2750,    11,  -73.000
2800,     6,  -101.000
2850,     0,  -128.000
2900,    -6,  -113.000
2950,    -7,  83.000
3000,    -8,  -103.000
3050,    -7,  88.000
3100,    -2,  153.000
3150,     5,  126.000
3200,    11,  85.000
3250,    14,  21.000
3300,    12,  -103.000
3350,     7,  -96.000
3400,     1,  -116.000
3450,    -3,  -35.000
3500,    -5,  -35.000
3550,    -4,  61.000
3600,    -1,  63.000
3650,     4,  125.000
3700,     8,  35.000
3750,     9,  -18.000
3800,     6,  -101.000
3850,     2,  -50.000
3900,    -4,  -166.000
3950,    -8,  -8.000
4000,    -7,  85.000
4050,    -4,  30.000
4100,     1,  135.000
4150,     7,  118.000
4200,    13,  113.000
4250,    13,  -125.000
4300,    10,  -25.000
4350,     5,  -123.000
4400,    -2,  -165.000
4450,    -9,  -116.000
4500,   -12,  16.000
4550,    -9,  123.000
4600,    -4,  63.000
4650,     2,  138.000
4700,    10,  196.000
4750,    12,  -118.000
4800,    11,  25.000
4850,     5,  -208.000
4900,     0,  -10.000
4950,    -7,  -225.000
5000,   -12,  -18.000
5050,   -12,  65.000
5100,    -8,  93.000
5150,    -2,  121.000
5200,     6,  190.000
5250,    13,  95.000
5300,    16,   0.000
5350,    14,  -86.000
5400,     9,  -101.000
